0899249356	003443
0899257751	291300
0899257671	399733
0899249434	003443
0899256198	010376
0899261620	010420
0899254322	003443
0899259200	392800
0899259131	392800
0899258991	392800
0899251207	392403
0899257675	291300
0899260828	394398
0899263269	399733
0899261278	394398
0899263277	399733
0899261496	394398
0899249601	394398
0899257954	395131
0899260177	010420
0899260235	010420
0899260219	010420
0899260183	010420
0899260137	010420
0899260121	010420
0899260185	010420
0899260186	010420
0899262173	010420
0899260978	394398
0899261467	394398
0899261559	394398
0899261475	394398
0899261152	394398
0899230661	011167
0899249354	003443
0899253898	009544
0899259260	010375
0899205885	009544
0899261275	394398
0899261554	010420
0899249562	010420
0899249529	010420
0899262276	010420
0899264675	009544
0899257008	009649
0899269385	248800
0899249602	003443
0899269025	003337
0899268936	009544
0899269019	003337
0899269027	003337
0899269125	003337
0899268903	003337
0899269124	003337
0899268942	003337
0899257909	000852
0899261544	010420
0899273819	399733
0899249635	004432
0899272544	399890
0899249519	004432
0899272449	399890
0899272479	399890
0899273883	399733
0899273888	399733
0899273999	399733
0899273866	393328
0899249542	394536
0899272499	399890
0899261827	010420
0899280001	010420
0899279973	010420
0899280666	010420
0899280238	010420
0899275078	003918
0899281666	399733
0899272174	010808
0899249518	003443
0899249483	003443
0899275337	226200
0899277131	003337
0899277287	003337
0899244820	003139
0899275325	003918
0899254386	003443
0899250218	009544
0899286428	010809
0899286898	009544
0899286796	003443
0899286911	003443
0899275076	003137
0899273826	399733
0899284193	003137
0899273983	399733
0899263002	399733
0899263301	399733
0899283478	009544
0899283464	009544
0899283669	003337
0899283461	003337
0899284230	003137
0899283721	009544
0899284177	003137
0899283716	003337
0899284200	003137
0899285146	009448
0899282989	010420
0899282958	010420
0899285018	009448
0899282986	010420
0899282755	010420
0899254554	003443
0899254836	009544
0899280066	397178
0899279551	003443
0899257905	395131
0899287082	003443
0899287474	003443
0899287078	003443
0899286673	010809
0899286437	010809
0899286893	010809
0899286926	003443
0899286924	003443
0899286919	003443
0899290278	003443
0899289993	399890
0899289998	399890
0899289983	394536
0899257615	003443
0899257998	003443
0899291950	003443
0899291747	009544
0899273749	393328
0899286326	226200
0899291620	399733
0899290069	003337
0899289932	003337
0899290137	003337
0899290048	003337
0899287081	003443
0899288902	003137
0899287666	010420
0899287669	010420
0899287460	010420
0899287679	010420
0899287211	010420
0899287207	010420
0899253969	010808
0899289916	394536
0899289913	009448
0899293270	399733
0899297785	395512
0899291587	392800
0899291691	003443
0899291412	399890
0899294473	002893
0899291742	003443
0899291937	003443
0899295852	004746
0899296637	009544
0899298131	226200
0899297593	003443
0899251882	395512
0899252032	395512
0899295262	398382
0899291929	003443
0899291083	394398
0899290233	399733
0899290933	399733
0899290080	399733
0899293370	399733
0899287523	010420
0899254028	010808
0899298413	398382
0899298329	398382
0899298326	398382
0899297791	398382
0899290082	399733
0899290092	399733
0899290004	399733
0899290142	399733
0899291150	394398
0899291055	394398
0899291081	394398
0899299155	394120
0899275141	003443
0899300430	394536
0899300464	394536
0899288960	399890
0899289019	399890
0899295187	399890
0899295724	399890
0899300509	394536
0899300868	398382
0899300911	398382
0899300488	398382
0899301778	394536
0899301519	394536
0899291056	394398
0899299126	399890
0899300493	008524
0899300440	008524
0899257953	395131
0899249592	003443
0899288662	003137
0899291053	394398
0899293468	009731
0899294443	009731
0899293721	394398
0899289981	394536
0899290224	399890
0899290000	394398
0899289996	394398
0899291847	394398
0899292006	394398
0899292068	010420
0899298323	398382
0899298312	398382
0899290002	399733
0899290134	399733
0899290703	399733
0899275081	003918
0899292003	398382
0899292169	010420
0899291841	010420
0899292155	398382
0899292160	398382
0899292200	398382
0899298395	398382
0899298398	398382
0899297058	002893
0899296730	002893
0899299723	002893
0899297800	398382
0899297750	003443
0899293287	399733
0899293470	399733
0899293367	399733
0899293431	399733
0899293446	399733
0899305011	000174
0899303460	008898
0899253978	010808
0899253993	010808
0899255492	007924
0899305941	398382
0899305931	398382
0899301689	394536
0899297975	394398
0899301548	394536
0899301722	394536
0899301265	398382
0899301307	398382
0899298602	003918
0899254421	003443
0899304439	008524
0899305347	008524
0899275306	003918
0899298321	003918
0899298008	003918
0899301489	398382
0899299323	002893
0899299611	003443
0899308543	392800
0899309580	392800
0899311868	008257
0899309873	008524
0899308939	398382
0899309292	398382
0899309874	398382
0899309567	398382
0899309877	398382
0899309883	398382
0899308944	398382
0899308795	008524
0899300747	003443
0899296968	009544
0899288954	397178
0899314932	394536
0899314937	394536
0899297091	003337
